gene_id,colors
FAM98B,greenyellow
HSD17B12,tan
USP39,tan
CDCA8,greenyellow
RAB6C;RAB6D,tan
HSP90AB2P,tan
EXOSC6,greenyellow
CEP170,blue
BROX,tan
IER5,greenyellow
ZMYM4,greenyellow
TNS3,greenyellow
ARHGAP17,greenyellow
CIAPIN1,greenyellow
PPP4R3A,tan
SLC25A24,tan
DPY19L2,greenyellow
C8orf82,tan
EDC4,greenyellow
LARP1,tan
SMARCD3,blue
WDR82,greenyellow
MPRIP,greenyellow
CD109,tan
DDX46,tan
EIF3M,tan
COPS6,tan
PHF5A,blue
HDGFL2,tan
KTN1,tan
CARM1,greenyellow
DDX42,tan
NDUFA11,greenyellow
H2AC21,black
MFN1,greenyellow
SUGP2,yellow
CCAR1,greenyellow
NELFCD,greenyellow
NRM,tan
ABI1,greenyellow
NUP93,tan
LRRC47,greenyellow
ELMOD1,black
UBR7,tan
GATD1,tan
SPC24,black
SCCPDH,tan
ABCF1,greenyellow
MCPH1,tan
CMAS,greenyellow
UBA3,greenyellow
CFAP251,greenyellow
RDH11,tan
DTD1,blue
NUP210,tan
BCL7C,tan
NUDCD2,tan
HNRNPLL,black
UBLCP1,greenyellow
PHIP,black
PRPF31,greenyellow
NELFB,tan
LZIC,tan
PSMF1,tan
RAD50,tan
SMARCC1,greenyellow
ARHGEF2,greenyellow
RPL36AL,black
ERGIC1,tan
FERMT2,greenyellow
EXOSC8,greenyellow
ZNF428,greenyellow
DCPS,tan
FAF2,greenyellow
DAZAP1,blue
CNRIP1,greenyellow
PDXP,blue
BCAN,tan
FUBP3,greenyellow
SUCLG2,tan
TMX3,tan
CHAMP1,blue
UBE2E2,greenyellow
CCDC7,greenyellow
ZNF512,blue
STRBP,yellow
OSBPL9,greenyellow
CDC5L,tan
PFDN5,greenyellow
S100A13,greenyellow
ZBTB18,blue
SEPTIN5,blue
AIF1L,tan
CORO1B,tan
VPS25,tan
COPS4,tan
DIDO1,greenyellow
DDX23,blue
MRI1,tan
WDR18,tan
KIFC1,black
RBM4,blue
SFXN3,greenyellow
LSM14B,greenyellow
NUSAP1,greenyellow
TRIM2,blue
FTO,greenyellow
SLIRP,tan
PAIP1,yellow
RAB33B,greenyellow
ILKAP,black
XRN2,blue
RACGAP1,black
BCL11A,greenyellow
PNN,blue
BOLA2B,greenyellow
TMX1,black
CHMP4B,black
OSBPL3,yellow
PRR36,blue
RANBP3,greenyellow
AAMDC,tan
GORASP2,tan
JPT2,black
XPO5,greenyellow
TNS1,tan
EML4,tan
NCOA5,greenyellow
VAT1L,tan
DYNLRB1,black
ENY2,tan
RIC8A,tan
DIABLO,tan
SAR1A,black
AASDHPPT,blue
PDS5B,blue
RBM12,blue
ABHD10,tan
ATAD3A,tan
CZIB,black
NHP2,tan
ADPRS,greenyellow
CHCHD3,tan
SMPD3,greenyellow
BCLAF1,blue
ERAP1,tan
FAM120A,greenyellow
IGF2BP1,black
HSPBP1,blue
MYOF,tan
NDUFA13,black
MACROH2A2,blue
CAMSAP3,greenyellow
SUCLA2,tan
PEF1,tan
CFDP1,blue
NIPSNAP3A,blue
CGGBP1,greenyellow
LAMTOR3,greenyellow
LIMA1,tan
SRP68,greenyellow
UBQLN2,tan
PFDN2,yellow
XPO7,tan
BAZ1B,blue
AK3,magenta
CD207,greenyellow
STOML2,tan
LSM7,greenyellow
ACIN1,yellow
CDV3,tan
AGO1,tan
TPX2,black
UBQLN1,blue
SNX12,tan
G3BP2,greenyellow
COPS3,tan
TFR2,yellow
LIMCH1,greenyellow
EXOC7,greenyellow
ZC3H4,blue
SATB2,blue
MAPRE3,greenyellow
CORO2B,tan
ZNF148,tan
HPSE,tan
DRG1,tan
DLGAP4,greenyellow
EPB41L3,tan
CRYL1,tan
TMA7,yellow
CARHSP1,blue
THRAP3,tan
WBP11,greenyellow
NOP58,tan
ACOT9,tan
LUC7L2,greenyellow
DHRS7,greenyellow
MOB4,tan
SF3B6,greenyellow
HDGFL3,blue
STRAP,greenyellow
HYOU1,blue
AFG3L2,greenyellow
LSM5,blue
SAMM50,tan
PPME1,greenyellow
UCHL5,greenyellow
GTF3C5,greenyellow
COPG1,greenyellow
MTCH2,greenyellow
WASF2,greenyellow
SH3PXD2B,greenyellow
POTEF,greenyellow
ACOD1,greenyellow
HNRNPCL1;HNRNPCL3;HNRNPCL4,greenyellow
KIF2A,greenyellow
EML1,greenyellow
ARID1A,greenyellow
CUX2,greenyellow
EIF1AY,greenyellow
ZNF263,greenyellow
SART1,greenyellow
HSPA12A,greenyellow
ERI3,greenyellow
SPRY3,greenyellow
GSTZ1,greenyellow
PQBP1,blue
SRSF10,greenyellow
MMP23B,greenyellow
KRAS;NRAS,greenyellow
INSR,greenyellow
FYN,greenyellow
ITGA5,greenyellow
PGA3;PGA4;PGA5,greenyellow
SNRPB,greenyellow
CREB1,greenyellow
H1-2,blue
PRKCA,greenyellow
ITGB6,greenyellow
PLCG1,greenyellow
RAB3A,greenyellow
DNMT1,greenyellow
SLC7A1,greenyellow
PRKAR1B,greenyellow
ADD2,greenyellow
PBX1,greenyellow
MAPK8,greenyellow
HSPA7,greenyellow
RBM25,greenyellow
HNMT,greenyellow
PLAAT3,greenyellow
UBE2N,black
SUMO2,greenyellow
SUMO1,greenyellow
EEF1A1,greenyellow
H3-4;H3C12;H3C13,greenyellow
HMGN5,greenyellow
DR1,greenyellow
AKR1C1,blue
SRSF11,greenyellow
MGAT5,greenyellow
NFIA,blue
SMAD4,greenyellow
PIN1,greenyellow
NAE1,greenyellow
SNW1,blue
CUL1,greenyellow
CUL4B,greenyellow
DRAP1,blue
WTAP,greenyellow
PTPA,greenyellow
TSC22D1,greenyellow
UBE2V2,black
NRF1,greenyellow
BCL7A,blue
SETMAR,greenyellow
ZNF326,greenyellow
CCDC158,greenyellow
ENTPD8,greenyellow
FNBP1L,greenyellow
TASOR2,greenyellow
WASHC2A;WASHC2C,greenyellow
RPL7L1,greenyellow
DCLRE1A,greenyellow
CPLX2,greenyellow
VPS13C,greenyellow
EPM2AIP1,greenyellow
MOB1A;MOB1B,greenyellow
ZC3HAV1,greenyellow
POGZ,greenyellow
PHF6,greenyellow
CHERP,greenyellow
PNPLA6,greenyellow
PELP1,greenyellow
CRACR2B,greenyellow
OR4L1,greenyellow
RNASEH2C,greenyellow
CKAP2,greenyellow
LINC01599,greenyellow
CCT6B,greenyellow
MAGOHB,black
PHYHIPL,greenyellow
RBM17,greenyellow
ZNF462,greenyellow
DNHD1,greenyellow
RPRD1A,greenyellow
NACC1,greenyellow
NAP1L4,greenyellow
VRK1,greenyellow
RBM42,greenyellow
DCUN1D5,greenyellow
POLDIP3,greenyellow
CRNKL1,greenyellow
IRF2BPL,greenyellow
PPIL3,greenyellow
ADNP,greenyellow
FN3K,greenyellow
LRRC40,greenyellow
GPN2,greenyellow
NANS,greenyellow
PICK1,greenyellow
ARGLU1,greenyellow
CMTM6,greenyellow
CDKN2AIP,greenyellow
TERF2IP,greenyellow
NCDN,blue
CPSF3,greenyellow
TRIM33,greenyellow
LSM4,greenyellow
MORC2,greenyellow
SULT2B1,greenyellow
SEMG1,greenyellow
PLA2G4B,greenyellow
CRABP2,greenyellow
LCN2,greenyellow
EPS8L1,greenyellow
TRBV19,greenyellow
EIF1AX;EIF1AY,tan
SURF4,greenyellow
TRIM16,greenyellow
IGHM,greenyellow
APOB,greenyellow
COL1A2,greenyellow
GSTM1,greenyellow
COL11A2,greenyellow
HSPA6,yellow
XDH,greenyellow
SOX2,greenyellow
UBE2N;UBE2NL,greenyellow
MAGOH;MAGOHB,black
EEF1A1;EEF1A1P5,greenyellow
H3-3B;H3-4;H3C12;H3C13,black
PFKP,greenyellow
XPC,greenyellow
UBE2V1;UBE2V2,blue
RABL3,greenyellow
H3-7,magenta
NLRX1,greenyellow
CREBRF,greenyellow
CLYBL,greenyellow
LMO7,greenyellow
JAM3,tan
MYH16,greenyellow
DIP2B,greenyellow
YES1,tan
ARSA,tan
SEC23B,tan
SLC30A1,greenyellow
USP17L1;USP17L10;USP17L11;USP17L12;USP17L13;USP17L15;USP17L17;USP17L18;USP17L19;USP17L20;USP17L21;USP17L22;USP17L3;USP17L30;USP17L5,greenyellow
SEC14L6,greenyellow
SUMO1;SUMO1P1,tan
KPNA3,greenyellow
HAT1,tan
PLXNB2,tan
GSTA4,tan
KPNA6,greenyellow
NOS1AP,tan
NDUFB1,greenyellow
SRSF10;SRSF12,greenyellow
SOGA1,black
NRAS,greenyellow
CD1A,greenyellow
MMP3,tan
NFIC,greenyellow
FGF2,greenyellow
GSTT2;GSTT2B,tan
POTEJ,yellow
UBB;UBC,black
GLI4,tan
ENO3,tan
SNRPB;SNRPN,tan
HPGD,greenyellow
COL5A1,greenyellow
FUT3;FUT5,magenta
TNXB,magenta
TUBG1;TUBG2,tan
DGKA,greenyellow
CHM,tan
MPST,tan
PAX6,tan
POLD1,tan
RFC5,greenyellow
BAG6,greenyellow
ALDH1A3,greenyellow
POLD2,tan
PRIM2,greenyellow
KNTC1,tan
GPR143,greenyellow
KPNA1,tan
JAK3,greenyellow
SLC25A1,greenyellow
ATP12A,tan
SUMO2;SUMO3;SUMO4,tan
RAB2A;RAB2B,black
RPS15,tan
PPP2CA,black
PSG4,tan
PLIN5,greenyellow
MCL1,greenyellow
GALNT1,greenyellow
ERCC8,greenyellow
HDAC1,tan
ATG2A,tan
ZNF484,greenyellow
PPM1L,greenyellow
PIK3CD-AS1,tan
RNLS,greenyellow
FAM90A2P,greenyellow
MEAK7,greenyellow
FAM43B,magenta
GPRIN3,black
CYP2U1,tan
SERPINA11,greenyellow
ZNF598,greenyellow
LONP2,greenyellow
RAB43,greenyellow
AHNAK2,yellow
VPS52,greenyellow
REXO1,black
SLC39A11,magenta
VWA5B2,tan
STAG2,tan
STPG3,greenyellow
C7orf31,greenyellow
KBTBD8,greenyellow
PMFBP1,magenta
PIWIL2,black
PARD3B,greenyellow
PPP4R1,greenyellow
P3H4,black
CCDC124,tan
KIFBP,greenyellow
LRGUK,black
FAM193B,greenyellow
SMG1,greenyellow
RMDN3,greenyellow
SEMA3C,black
DDX50,tan
NUDT12,greenyellow
IFT27,tan
CACNG6,black
SRXN1,greenyellow
LDHAL6B,tan
DPH1,greenyellow
SRCIN1,greenyellow
UBA5,tan
SPATC1L,black
TKTL2,tan
SLC25A18;SLC25A22,tan
SLK,black
SMARCAD1,greenyellow
ANTXR1,magenta
MOB1A,greenyellow
RAD18,tan
FLRT3,greenyellow
STARD9,greenyellow
DACH1,tan
TMPRSS11E,greenyellow
NFU1,black
TBC1D30,black
TMED5,tan
PCDHGA1;PCDHGA2;PCDHGA5,greenyellow
MPC1,greenyellow
IVNS1ABP,greenyellow
ANO10,greenyellow
FLNC,greenyellow
RBM47,greenyellow
MAPK13,greenyellow
SIRPA,greenyellow
VWA8,greenyellow
MAP1LC3A;MAP1LC3B;MAP1LC3B2,greenyellow
CUX1;CUX2,greenyellow
EIF1;EIF1B,greenyellow
PIAS1,greenyellow
ACTL6A;ACTL6B,greenyellow
LCK,greenyellow
RAC1;RAC2;RAC3,greenyellow
H2AX,greenyellow
PPP3CA;PPP3CB;PPP3CC,greenyellow
H1-3,greenyellow
RAB6A;RAB6B,greenyellow
FUT3,greenyellow
PTPRB,greenyellow
PTPN4,greenyellow
HPCA;HPCAL1,greenyellow
ACTR1B,greenyellow
RPS27;RPS27L,greenyellow
MRPS35,greenyellow
RPL36A;RPL36AL,greenyellow
PLCB2,greenyellow
SRSF2,greenyellow
IL1RL1,greenyellow
PEX6,greenyellow
FILIP1L,greenyellow
POTEE,greenyellow
ZNF676,greenyellow
THOC2,greenyellow
RB1CC1,greenyellow
DYNLRB1;DYNLRB2,greenyellow
ASB11,greenyellow
TOMT,greenyellow
SNAPC3,greenyellow
MED8,greenyellow
TLR8,greenyellow
ACOXL,greenyellow
MRC2,greenyellow
NARF,greenyellow
HS3ST3A1;HS3ST3B1,greenyellow
